epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_ece,val_roc_auc,val_pr_auc,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,val_benign_mean_score,val_standalone_mean_score,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_roc_auc,aug_val_pr_auc,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1,aug_val_benign_mean_score,aug_val_standalone_mean_score
1,0.6927952170372009,0.6936271907939886,0.6936271955167524,0.7152084800252906,0.6729451311960698,0.25023990299574783,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,8.755922317504883e-05,0.4510869565217392,0.5032993527878642,0.5125706195831299,0.5531914893617021,0.43243243243243246,0.5109047889709473,0.5102114677429199,0.6927525080373931,0.6927525139904145,0.7084259009896027,0.6777321847828587,0.24980270616020867,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.00296175479888916,0.5244565217391305,0.5649572728953497,0.5101304650306702,0.5531914893617021,0.4,0.5075728297233582,0.5077760219573975
2,0.6939190626144409,0.6910027640100613,0.6910027631125866,0.697476695713388,0.6847985777034852,0.24892788420394063,0.5319148936170213,0.5226449275362319,0.5227272727272727,0.9583333333333334,0.6764705882352942,0.09261546343216398,0.028626836360769067,0.7273550724637681,0.775925284929057,0.5038451552391052,0.6808510638297872,0.6341463414634146,0.50215744972229,0.5041984915733337,0.6923881761551196,0.6923881733974079,0.6987330248456738,0.6863076907594863,0.2496205029975298,0.6170212765957447,0.6086956521739131,0.5714285714285714,1.0,0.7272727272727273,0.3524536884251207,0.11380861858104138,0.5905797101449275,0.5770875043436662,0.50177001953125,0.6382978723404256,0.7017543859649122,0.5027783513069153,0.5034356713294983
3,0.6934959888458252,0.6917445342109051,0.6917445302927543,0.6967692507668525,0.6869291731717433,0.24929868792459262,0.5531914893617021,0.5443840579710145,0.5348837209302325,0.9583333333333334,0.6865671641791045,0.15902386981057753,0.05062150828381802,0.7246376811594203,0.6464194596765556,0.50213623046875,0.723404255319149,0.7450980392156863,0.501804530620575,0.5031203627586365,0.6928022392229798,0.692802244272466,0.6986775432406296,0.6871717494279755,0.24982754522106548,0.5106382978723404,0.5018115942028986,0.5116279069767442,0.9166666666666666,0.6567164179104478,0.006490770196350104,0.007758021354675292,0.5262681159420289,0.5901595984182986,0.5051267743110657,0.5531914893617021,0.27586206896551724,0.5027545094490051,0.503000795841217
4,0.6928123831748962,0.6905550790284599,0.6905550783846709,0.7059026572357329,0.6758469819857362,0.2487042299314545,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.003082454204559326,0.7635869565217391,0.7850459994470421,0.5081169605255127,0.7021276595744681,0.6818181818181818,0.5063312649726868,0.5087295174598694,0.6922533164956378,0.6922533131492647,0.7068440776092267,0.6782704972084678,0.24955317026335944,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.0034821629524230957,0.5951086956521738,0.6410701950668876,0.5098254084587097,0.5957446808510638,0.3870967741935484,0.506798267364502,0.5074989795684814
5,0.6928046345710754,0.6924153423200748,0.6924153367805181,0.7084739417792238,0.6770258403234252,0.24963412182359773,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.002768218517303467,0.5525362318840579,0.5727417295361751,0.5098254084587097,0.574468085106383,0.4444444444444444,0.5075967311859131,0.5081319808959961,0.6932781676649539,0.6932781632646003,0.7094876986976151,0.6777440251412945,0.250065431545538,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.0027097463607788086,0.47192028985507245,0.5200785623956126,0.5100084543228149,0.5319148936170213,0.26666666666666666,0.5080982446670532,0.5077659487724304
6,0.6943552494049072,0.6924306527237915,0.692430653373903,0.6862893365291879,0.698316082016755,0.2496417663611021,0.5319148936170213,0.5398550724637681,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.11940309498806996,0.028543756997331658,0.5905797101449275,0.6337606204342613,0.49536144733428955,0.6170212765957447,0.7,0.496552973985672,0.4974289834499359,0.6934766243420067,0.6934766259362195,0.6871947657179275,0.6994967419787498,0.25016471835284965,0.5319148936170213,0.5389492753623188,0.625,0.20833333333333334,0.3125,0.10361475864395138,0.028586643173339518,0.46829710144927533,0.5561656711214195,0.50128173828125,0.5319148936170213,0.15384615384615385,0.4970068037509918,0.4968441426753998
7,0.6937493085861206,0.6922820469811125,0.6922820494621225,0.7113504610007285,0.6740081550709583,0.24956751064469626,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.0012923479080200195,0.5579710144927537,0.5529134419421166,0.5089712142944336,0.6382978723404256,0.6792452830188679,0.5090079307556152,0.5096700191497803,0.6931247454829573,0.6931247508492593,0.7094019661140828,0.6775257528871368,0.24998877293213356,0.5106382978723404,0.5,0.5106382978723404,1.0,0.676056338028169,0.0,0.0026734471321105957,0.4664855072463768,0.5204237356677328,0.5051878094673157,0.5531914893617021,0.6865671641791045,0.5080557465553284,0.507877767086029
8,0.6922792792320251,0.6929949098012337,0.6929949094830941,0.6928387302547899,0.6931445812435522,0.24992386175369008,0.48936170212765956,0.4891304347826087,0.5,0.5,0.5,-0.021739130434782608,0.012669299511199302,0.5054347826086956,0.587630054448394,0.502685546875,0.574468085106383,0.3333333333333333,0.49984076619148254,0.5000101923942566,0.6923098037181495,0.6923097976142762,0.6906253567456219,0.6939240534467367,0.24958131230040997,0.5957446808510638,0.5960144927536233,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.19202898550724637,0.09327996157585305,0.6032608695652174,0.6314717587111659,0.50048828125,0.6170212765957447,0.5909090909090909,0.4987289607524872,0.49962112307548523
9,0.6929882168769836,0.692788557954175,0.692788553127699,0.6781665454365675,0.7068013104983669,0.24982074172212124,0.48936170212765956,0.5,0.0,0.0,0.0,0.0,0.017793089151382446,0.5806159420289856,0.624433890012599,0.4927983582019806,0.5957446808510638,0.5777777777777777,0.4924483001232147,0.49322569370269775,0.6926465202923433,0.6926465220509679,0.6768035748421913,0.7078293464593789,0.24974974712765532,0.48936170212765956,0.5,0.0,0.0,0.0,0.0,0.018390297889709473,0.5788043478260869,0.6360989293535448,0.4927983582019806,0.5957446808510638,0.5581395348837209,0.49175581336021423,0.49271973967552185
10,0.6924189329147339,0.6910864904072386,0.6910864929184901,0.6718446805558081,0.7095265630993937,0.2489700360125288,0.48936170212765956,0.5,0.0,0.0,0.0,0.0,0.02005183696746826,0.7318840579710145,0.766397495930075,0.48999157547950745,0.7021276595744681,0.7083333333333334,0.48922795057296753,0.4918884336948395,0.6903657780811417,0.6903657838932258,0.6685987806515574,0.7112258286664913,0.24860989861853736,0.48936170212765956,0.5,0.0,0.0,0.0,0.0,0.02128884196281433,0.8197463768115941,0.8613029067526897,0.4893204867839813,0.8297872340425532,0.8260869565217391,0.4875701367855072,0.4910546541213989
